,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
1014,"201.81303197957197,209.25579097762648","204.87688472762648,204.23876763132296","200.24224829766538,204.43734800583658","191.76564019941634,194.03942728599222","186.8116032344358,191.80053805933852","180.736016536965,188.49844965953307","177.9189719114786,190.10654790856032","168.5637615515564,224.2543318336576","98.41602322470817,191.1455648103113","185.5105027966926,206.83405277237355","123.36990059581713,233.57657465953307","121.74066755836576,187.2541190418288","116.04715618920234,189.68508329280155","165.41450328307394,220.65871230544747","171.6467199659533,221.63337487840468","118.89332289640078,225.98583414396887","115.91885031614787,226.90930508268482",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\1_83.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,1
1015,"199.26568579766538,208.19914275291828","201.3021491974708,198.28930569066148","199.18648163910507,197.94313898346303","194.15059581712063,190.93901994163426","186.64267692120623,190.11264287451363","177.2284320282101,189.1531037208171","178.75899805447472,209.25199112354085","161.92626763132296,223.69587487840468","159.83051130836577,230.93532648346303","138.29517266536965,228.28363630836577","129.4550249270428,229.8184429717899","129.37443762159532,172.369938594358","131.94084387159532,174.4633694066148","85.44826118677042,128.2880593385214","91.5562454401751,127.94376215953308","82.1883207684825,197.5328611381323","90.81417193579766,183.74872324902725",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\2_89.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,2
1016,"203.6588642996109,209.98130471789884","203.4807879377432,205.99259788424123","205.5809824902724,205.48711089494165","196.90957867217898,191.97593932392996","184.61133572470817,190.967640442607","175.18625364785993,187.14021461575877","177.29050644455253,209.13162694552528","160.67745318579767,219.03108280642024","160.7704280155642,227.93204340953307","177.28308912937743,184.3185493677043","134.24089554961088,228.83656067607004","130.62475680933852,168.8004620622568","132.5045142266537,170.76395306420233","89.45571650048639,124.16898711089495","91.16869832198444,124.4974920963035","84.4672984557393,199.39810311284046","118.76127796692607,182.1963460603113",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\3_95.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,3
1017,"199.06971972276264,211.49854085603113","202.454234557393,205.62182332198444","198.62290248054475,201.6663120136187","196.68467290856032,191.6314901507782","184.84008694066148,190.20616488326849","175.01890807392996,185.72525535019454","178.2697440418288,204.19813959143968","161.12168652723736,222.42038545719845","159.89840710116732,228.34873540856032","141.107687864786,228.466530885214","135.24738570038912,229.3503465466926","130.90711636673151,169.00714372568095","134.46871960116732,171.24417862354085","90.38009940418289,123.76885487597276","92.31776659776264,124.33323960359922","84.22205587305447,199.60945099708172","119.47658529912451,180.99727930447472",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_101.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
1018,"60.97308943336576,200.00954523346303","54.121063351167315,199.03141719357976","54.634742825875485,194.05977930447472","53.72984937378405,202.95639287451363","57.18572166828794,185.50202152237355","67.6648300705253,206.9216622081712","76.17709599951363,194.81671023832686","94.09523194309338,226.35735347762648","94.83292041585604,222.43251459143968","133.08958535992218,230.11583475194553","124.60830344114787,231.5677285992218","118.56130684581713,178.34194126945525","126.4036888983463,178.3453611381323","83.79356152723736,223.5474829766537","163.93955192120623,131.74534897859922","173.23546935797665,201.23162390564204","176.10592473249028,199.99551617217898",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\0_88.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,0
1019,"60.233280642023345,195.1430569066148","55.835200328307394,198.958718385214","57.814719114785994,193.23080313715954","58.92455769698444,199.8635700389105","67.5297984557393,180.0616792315175","70.1076346668288,196.15748115272373","76.96805842655642,193.561390442607","91.35751307149806,224.71522373540856","96.05865454766537,219.7211515077821","128.38536600194553,231.06053927529183","137.60960299124514,226.986594114786","95.76488022859922,208.81037208171207","105.09875820768482,175.21551252431908","162.47531614785993,123.77503343871595","170.21420537451363,125.69632326118678","172.99270428015564,200.07827699416342","169.37893664883268,201.1995379377432",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\1_94.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,1
1020,"61.075062317607006,194.07956894455253","55.79655201240273,199.09560432879377","58.10122431298638,194.04184399319067","52.45668166342413,203.65968506809338","57.636916342412455,185.38430204280155","69.51589098978599,205.07441634241246","77.73931481031128,193.62425522859922","91.23680690661479,224.24211150291828","95.14315570282102,219.18251459143968","128.19809399319067,231.2599556177043","137.8713825389105,227.4231365515564","90.62841226896887,199.76492582684824","106.61686831225681,175.17193579766538","167.83349039396887,127.45221303501945","168.78936648832686,124.89148376702335","173.96218385214007,201.8336423881323","175.7426890807393,200.55274197470817",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\2_100.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,2
1022,"59.4828170598249,196.05850255350194","53.89210694309339,198.65200936284046","54.69027389348249,193.65115819552528","59.635692789396884,198.67410931420233","65.3387873905642,181.24534897859922","75.85632751702335,203.97966318093387","77.01220513132296,193.80669382295721","92.56068366974708,225.41038424124514","93.82673425340467,221.53360590953307","127.13936344844358,231.68412572957197","138.1186162451362,228.10449598735408","99.11768148103113,210.03401629377433","122.10493677042801,173.68474890564204","84.10059733706225,221.5637159533074","164.39544321498056,127.76200753891051","171.94157344357976,202.50069917315176","170.40982186284046,202.97306663424123",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\3_106.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,3
1021,"60.264059460116734,202.74740089980546","55.36493038667315,203.76959204766538","53.25636855544747,194.03649379863813","55.40456666464008,202.91540004863813","59.05040886429961,188.65576361867704","74.6177422786965,207.05119163424123","77.04084083171206,195.64354328793775","96.49278027723736,228.2919199902724","97.1262159533074,222.80105483949416","135.13057818579767,229.592640442607","126.8581058487354,231.80152602140078","125.8731532709144,190.4626550340467","128.63124696011673,188.56681663424123","83.33776142996109,221.63908985894943","109.43210420719845,232.4412998540856","173.4030581225681,202.41403210116732","175.97261065175098,201.44385335603113",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped\4_112.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_flipped,4
1024,"202.4302954766537,209.69114785992218","205.41682879377433,204.72618251459144","203.14472884241246,205.41793835116732","193.13975863326849,191.16970148346303","188.95809520914398,189.00113995622567","177.7958718385214,189.01717534046693","179.85033134727627,209.80889773832686","160.65760274805447,224.0277693336576","158.60505836575877,231.17199659533074","138.16018664883268,228.18307696984436","132.70842959630352,230.9501459143969","129.5348674610895,175.74942242217898","125.23836484678988,182.4794655885214","85.0963339007782,129.38971303501947","91.8326620257782,128.6069430933852","131.05886733949416,223.19926434824902","81.35779426070039,204.8888618677043",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\0_88.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,0
1023,"202.6609162208171,210.3084113570039","203.25104875972764,206.0101380107004","205.64916707198444,205.30243798638134","197.01560980058366,191.651188594358","186.02421267023345,189.80316755836577","177.5330435311284,187.27451665856032","177.63746352140078,208.32529790856032","161.13256930933852,223.18395853599222","159.94139105058366,229.07275960603113","141.20687925583658,228.42480848735408","136.14120257782102,228.82637706712063","129.80549306906616,168.08134727626458","132.15907709143968,170.04684460116732","88.87795628647861,124.20435615272373","90.72034593871595,124.27817211819067","84.28178957928016,199.33792862354085","91.37135973978599,187.57119406614785",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\1_94.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,1
1025,"202.9008694066148,210.08548151750972","203.29918531128405,206.00486381322958","205.54178319552528,205.01799610894943","196.13618677042803,191.0020367217899","185.8865059581712,189.2757326118677","175.00328307392996,185.88860347762648","178.10201848249028,208.4772160749027","160.4777784533074,222.00585177529183","159.70938715953307,228.24188351167317","141.10241366731518,228.1754620622568","134.29100802529183,229.57067728599222","130.63487962062257,169.0816360651751","134.12857186284046,171.28539944066148","90.4767220938716,123.68659563472762","92.17389652237354,124.24648893482491","84.16509606031128,200.2660201848249","118.81151963764592,181.13127735894943",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\2_100.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,2
1026,"200.76185554474708,208.68362414883268","200.11097093871595,198.23887402723736","199.2666585603113,198.21756444552528","195.0889469844358,191.02339190175098","185.74582016050584,190.00694613326849","179.52524623054475,189.4326969844358","177.92342534046693,203.71435736867704","100.40568002188716,144.39738874027236","161.32257721303503,229.76582259241246","143.95808000972764,228.36989299610894","177.93196741245137,181.27779973249028","129.31069126945525,172.86291646400778","130.70073869163426,174.98203428988327","89.60515716196498,127.26817090223736","98.30874574416343,141.03238995622567","82.75965162937743,198.52209995136187","86.35471637889106,186.0020823200389",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\3_106.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,3
1027,"203.7037329766537,211.5062317607004","206.41643360894943,205.872780885214","203.67616123540856,206.55588825389106","192.99183791342412,193.48166950389106","188.77548942120623,191.0853903210117","178.00405824416342,189.07508511673151","178.43835116731518,210.24832806420233","162.73936040856032,223.3916281614786","158.3555751459144,230.27437986381324","187.16412329766538,206.64523042315176","92.8275170233463,206.68566087062257","122.19793439931907,184.3313168774319","117.14470604328794,186.6952061040856","164.26127796692606,221.42439810311285","169.9039244892996,223.48872203307394","128.7751550340467,219.5874422422179","127.19704523346304,220.39471364299612",GluteBridge,..\Python\dataset\GluteBridge\10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original\4_112.jpg,datasetGluteBridge10 Best Glute Bridge Exercises - No Equipment Buttocks Workout - Downloaded from clipmega.com (online-video-cutter.com).mp4_2_original,4
