,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
227,"54.725555538667315,168.83298881322958","55.85335223127432,165.23551495622567","58.20614208414397,163.7531918774319","52.346763284289885,178.81978052042803","57.39896947957199,179.52901568579767","102.36603994406615,151.2536174610895","110.65699477140078,144.33282161964982","54.423828125,227.78132599708172","50.47179368312257,226.40568762159535","49.519398255107006,198.16210177529183","45.594844357976655,198.76986563715954","102.88151294990273,219.7710055933852","99.98245987354086,206.0665126459144","148.36569795719845,212.6308061770428","156.42079584143968,220.40912268968873","167.06950693093384,194.82631626945525","169.00302468385215,193.02137037937743",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\7_107.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,7
225,"53.677764773832685,169.39573200389106","54.55091044503891,166.16667679961088","57.93637524319066,165.06935493677042","48.12393604085603,176.08777662937743","57.179125121595334,180.87585116731518","104.66872872081713,150.9449933122568","111.35690509484436,143.9188959143969","53.9071999635214,228.08733584630352","49.969338977383266,226.97344661964982","50.49442941391051,198.55172361381324","45.337111654912455,198.83599829766538","99.09367400291829,207.44648285505838","102.54366792315176,204.2943366974708","153.33953976167317,217.21944917315176","157.26574659533074,221.86442120622567","166.1133876459144,194.92646522373542","165.59849221789884,195.68395853599222",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\8_110.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,8
229,"56.107775261429964,169.0756930933852","55.951289670476655,164.94661964980546","58.63532420355058,163.6853872811284","122.62063776750973,170.01746412937743","57.97904760457199,180.65948747568095","105.32112566877431,150.2181420233463","111.84310402480546,143.64159776264592","54.32081028088521,227.9502523103113","50.26281690783074,226.54239117217898","50.799694491731515,201.13902906128405","46.07084827942607,201.26977444066148","99.63635396400778,207.65884910019454","102.70773042315176,204.56280398832686","154.42394212062257,218.58806541828795","156.68772799124514,217.56800218871595","166.60831104085602,193.59388679474708","164.98901082198444,195.23008876459144",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\9_113.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,9
232,"196.33479754377433,179.68167862354085","198.6127796692607,172.52302711575877","199.0274501459144,174.21478295233464","194.43664883268482,162.62419443093384","196.798516536965,164.4975984922179","189.1154699659533,155.17711879863813","188.642312135214,155.78351471303503","203.29287755350194,225.18315296692606","204.6080526507782,224.29807575389106","213.0530307636187,205.26998723249028","204.17020306420233,205.09970817120623","124.11884423638132,188.5298212548638","2.079642566725438,133.04313594357976","95.98922361381324,222.9553137159533","95.57926495622569,223.26269151264592","79.90315691877431,186.71026872568095","79.91299094114787,186.94848917801556",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\0_86.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,0
230,"195.88685554474708,179.93487050097278","198.23660931420233,173.1755988570039","199.01162755350194,174.63422604571986","193.64597519455253,163.33525352626458","197.3782982733463,164.8059034533074","188.7529790856031,155.4245652966926","188.95105787937743,155.89272251945525","203.2516111381323,225.02672057392996","158.3144759241245,127.671297422179","213.0888405885214,205.0938563959144","204.43278818093387,205.33089129377433","125.32064688715954,188.00837487840468","1.9312105290156858,133.21963156614785","200.37677833171207,189.09268604085602","94.93160262645914,221.36654912451363","80.89957745622569,187.9867005107004","80.19051708414398,188.6602626459144",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\1_89.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,1
231,"195.96990515564204,180.9118737840467","198.76345148346303,173.61755228599222","199.52001763132296,175.13842108463035","194.13164214494165,163.20595209143968","196.4038788910506,165.2654426070039","188.4056420233463,155.63487962062257","186.7330830496109,155.46628769455253","202.85011855544747,225.64544321498056","158.22911600194553,126.94482611867704","213.08108888618676,205.26246352140078","204.41698078793775,205.77664457684824","123.77787572957199,188.89779912451363","130.79008086089493,191.74785688229574","199.82227322470817,189.13656675583658","97.11373723249028,219.84914579280155","80.44638405885215,187.91050583657588","80.57426434824903,188.52434946498056",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\2_92.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,2
234,"196.26019880836577,180.28944248540856","198.23214068579767,173.16973188229574","2.617606671403818,119.76396066391051","195.35373601653697,163.10437439202335","195.98335663910507,165.91419929474708","188.91014105058366,154.2013314688716","185.13150535019454,155.10717108463035","203.1136004377432,226.38247811284046","205.40127979085602,225.6267935311284","213.00837487840468,203.26971364299612","205.03199477140078,204.1916190418288","135.78447227626458,189.6931997811284","1.6061769478052044,133.48385821984436","183.86445160505838,171.18759119649806","173.07114846789884,128.86487718871595","83.86596394698444,186.96551252431908","83.4264652237354,187.37249209630352",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\3_95.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,3
233,"195.25890685797665,177.20440175097278","198.47598492217898,170.7906432392996","200.18664883268482,172.00585177529183","194.51664336089493,162.14951665856032","196.81283438715954,164.28284593871595","189.13728112840468,154.7047057392996","187.54682940175098,155.419610286965","203.32929535505838,226.65901629377433","157.6582259241245,126.538218932393","213.03232915856032,203.35434399319067","207.7780581225681,199.19791160019454","136.073109192607,190.20865758754863","179.72821923638134,189.38802589980546","95.47457897616732,222.1894759241245","95.20332259241245,222.90963946984436","85.88468202821012,188.49743129863813","84.04678380350195,188.89530642023345",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_98.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
236,"195.39609678988327,179.6845969114786","199.86884423638134,170.4197926799611","200.05707380836577,174.63405885214007","195.28149319066148,161.97560493677042","197.05821376459144,164.72185068093384","189.33596789883268,153.39448565175098","186.8489178015564,154.4078307392996","202.75674854085602,226.9382143725681","204.623312864786,225.7994589007782","213.25332867217898,204.1617673881323","208.34759545233464,199.04383511673151","125.23146431177042,188.82620987354085","1.738222827243434,132.69110226167317","199.50352626459144,187.53640260214007","95.19790400048639,223.994938594358","85.30555386673151,188.78521704766538","83.90840071741245,189.3417436770428",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\5_101.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,5
235,"193.94275899805447,179.87167132782102","199.4831134484436,170.8261946741245","199.28892570525292,174.30410992217898","195.41634241245137,163.60818944552528","197.78219236381324,165.9838278210117","189.33507113326849,152.11015017023345","189.271172786965,153.97841682879377","203.03038363326849,227.2124422422179","205.0514348249027,226.56731821498056","213.92336454280155,203.21049671692606","204.46817242217898,204.09799063715954","125.26475863326849,191.04711819066148","1.8102967971029913,132.70016111381324","199.3417132782101,185.97598492217898","94.8441983827821,223.47482976653697","85.8058502553502,190.7165612840467","84.84893300097276,191.32318518968873",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\6_104.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,6
237,"193.4597215466926,180.63276690175098","198.35793105544747,170.82996412937743","199.88870987354085,174.93224100194553","195.83742704280155,164.2810676070039","203.34520914396887,180.9883876459144","188.47327942607004,152.0446862840467","187.67231578307394,154.46359739785993","202.53363630836577,227.63916585603113","204.3521704766537,226.74162512159535","213.17938351167317,202.36176130836577","208.6390442607004,199.3596637889105","124.37074416342412,191.59288363326849","1.8265833279502068,132.90655398832686","97.76845969114787,220.39928866731518","97.9588247811284,220.4026629377432","85.96865880350195,191.89842230058366","84.99828246595331,192.49610894941634",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\7_107.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,7
238,"192.3182757782101,178.19117825875486","196.40494285019454,171.65404608463035","198.71543652723736,173.16337852626458","194.9236989299611,162.8223948200389","197.32639226653697,165.06011369163426","189.65694917315176,154.4251732733463","187.44941634241246,155.59233645428014","202.70855119163426,226.93518968871595","204.89190175097278,225.75603416828795","213.20379377431908,200.5227839250973","207.96020792801556,198.4435949659533","125.18724920963035,190.65296692607004","254.1430265077821,151.76959204766538","199.76494102626458,186.9152784533074","140.84241245136187,146.58988934824902","86.97292983949417,193.5536843385214","86.10450358706225,194.4266020184825",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\8_110.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,8
239,"193.12133694066148,180.30306116245137","196.89098978599222,173.72973917801556","198.61340284533074,175.42479328793775","194.98224708171207,163.5043014348249","196.95336819066148,166.10686709630352","189.04152480544747,153.9430173881323","187.4307210603113,155.36426921206225","202.74908803501947,227.14004742217898","205.05151082198444,226.18239299610894","213.8218476410506,203.09698747568095","208.0309308122568,199.0775778210117","124.98596333900778,192.10741427529183","1.5810360444658926,133.58537512159532","200.39840710116732,187.94429413910507","138.670765442607,145.91924550097278","87.78831012889106,194.68477930447472","86.68789518482491,195.73940600680933",ClamShells,..\Python\dataset\ClamShells\Glute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\9_113.jpg,datasetClamShellsGlute Exercise-Side Lying Clam - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,9
240,"13.766584463156615,99.03615941147861","4.974145317819795,82.13104176799611","4.034911634393239,77.83742704280155","0.9929447990447167,84.76812530398833","14.708459045172665,72.90803593142023","61.52808852140078,81.41591682879377","118.02767813715954,103.57843658803502","95.89187135214009,71.52700936284047","178.70314019941634,144.21107429474708","243.3197653210117,150.81283438715954","248.15780034046693,147.73946680447472","86.79949689931907,163.04340953307394","53.71786843385214,161.96979875972764","53.41924170111868,59.01779851653696","179.11113813229574,153.85601592898834","68.68509089250973,173.78430508268482","16.936880623784045,148.8826301070039",ClamShells,..\Python\dataset\ClamShells\Hip Clamshell Exercise progression - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\0_51.jpg,datasetClamShellsHip Clamshell Exercise progression - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,0
245,"12.978540324051556,97.70720604328794","1.9965492575085118,91.83531432392996","4.938943469570768,78.62388284289884","-0.013653187436352444,87.17172300583658","16.493650443822958,73.12305447470817","60.38857687864786,81.3087001459144","44.107277480544745,74.85799185311284","96.92385852383269,74.17577365029183","173.381125364786,152.00405824416342","239.12604875972764,154.42509727626458","94.54114482003891,97.57316999027238","85.25545659046692,163.76646096789884","49.8675294868677,173.46890199416342","115.09794503891051,82.27328550583658","176.88554839494162,165.76559460116732","248.26889287451363,170.49094114785993","16.46939977504864,148.79771096789884",ClamShells,..\Python\dataset\ClamShells\Hip Clamshell Exercise progression - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\1_54.jpg,datasetClamShellsHip Clamshell Exercise progression - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,1
