Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path
"91.06811618433852,193.8724616974708","88.76798850924125,190.20447774805447","90.5216971668288,189.883922057393","85.1653848492218,193.31824537937743","111.38836028696498,187.81964372568095","70.88486442120623,176.91748236867704","146.04488387645915,167.75656614785993","76.0633207684825,183.59624270428017","144.32826179474708,178.79435189688715","78.05414792071984,177.7365181177043","87.19313898346303,176.93794078307394","141.84463156614785,179.18664883268482","143.49091074902725,179.3691634241245","80.71419777480544,184.34090770914398","89.13367886673151,181.6982915856031","81.7767129742218,189.66389530642024","142.81546388618676,189.693047786965",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_original\24.jpg
"92.70533651507782,192.90330131322958","96.72778605301556,192.36107733463035","92.12562317607004,189.04784776264592","87.8266202577821,193.42491488326849","111.69772920719845,189.362171692607","71.29343993190662,177.22562013618676","148.19395975194553,170.6231304717899","76.93266658560312,182.09183487354085","96.47032313959144,175.58811101653697","78.23153270914398,177.7659441877432","88.43851836089495,176.83526872568095","80.04999848005836,179.74658013132296","97.31322197227627,175.00855727140078","81.42597884241245,183.6843537208171","89.95495652966926,181.57496352140078","81.95559490515565,188.86610834143968","89.95605088764592,189.30032526750972",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_original\30.jpg
"154.69886916342412,162.34455556906616","144.1547756566148,163.552422786965","157.3507417315175,165.13773711089493","145.45245622568095,156.4803623540856","157.1350012159533,166.44145184824902","130.47005714980546,164.9030581225681","148.6694734922179,170.4670932636187","92.73671571011673,175.35562074416342","95.48536296206225,176.38749392023345","80.64792831955253,178.15729875972764","86.42605483949417,179.32008450875486","100.16708718385215,175.04854693579767","101.2622735286965,176.95666646400778","96.93480210359922,176.03561223249028","99.75139074659533,176.85745987354085","79.59428957928016,185.51118677042803","83.99808487354086,185.97565053501947",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_original\6.jpg
"169.9807575389105,154.5687013618677","169.86776507782102,153.14562560797665","176.9673516536965,152.17091743677042","162.53316512645915,152.07313959143968","179.44523650291828,164.27138557879377","157.27418227140078,164.34914579280155","179.03675218871595,171.07215162937743","157.09768664883268,186.90389409046693","180.63767631322958,179.42489968385215","166.81362475680933,182.18640564202335","176.0814232733463,181.6076574659533","137.47472337062257,181.35543835116732","116.24858645428016,172.5956803258755","151.5904517266537,186.96216865272373","145.59020853599222,172.23141111381324","144.33069370136187,190.80427711575877","144.65597641050584,190.09609071011673",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_flipped\12.jpg
"169.6742005107004,155.1163971303502","169.12387524319067,151.56962852626458","173.54801495622567,152.05515868190662","165.33876459143968,164.56180082684824","178.5667254377432,169.23703489785993","148.9438077577821,166.6385122811284","178.94324537937743,172.0020823200389","155.877796692607,192.83338399805447","141.07376276750972,188.66138740272373","167.951969844358,184.11452760214007","174.82756262159532,183.43290977626458","110.53557423394942,173.83271522373542","115.1392798516537,173.43275778210116","150.38297969357976,188.42938351167317","144.54679900291828,174.10113691634243","125.30467990029183,188.61049975680933","142.88177893968873,190.00922604571986",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_flipped\24.jpg
"170.25459022373542,154.31108645428014","169.0950115515564,150.57412755350194","177.0182089007782,151.91612962062257","164.2258025291829,161.01218993190662","179.00196072470817,165.44999392023345","157.70330739299612,165.55923212548637","179.7771309581712,170.920187864786","157.27647738326849,190.3306329036965","181.87624635214007,181.67141901750972","168.2632538910506,184.9901811770428","176.71364299610894,184.2554413910506","136.247203307393,183.32979693579767","156.89000182392996,185.80205800097278","151.74133633268482,188.7697440418288","154.19994832198444,188.00997081712063","126.42423850924125,189.14974464980546","144.59753465466926,191.30453550583658",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_flipped\18.jpg
"169.2922543774319,154.72718567607004","169.64393847276264,153.1466135700389","176.96823321984436,152.22242825875486","164.09682028210116,159.94167983949416","179.56368555447472,164.68746960116732","150.61984739785993,166.7771309581712","180.41188898346303,171.18734800583658","155.0843263618677,189.26700814688715","182.04491427529183,183.30415552042803","168.1228112840467,185.27237354085602","176.26980483949416,184.8535384241245","135.5657982733463,184.3508025291829","115.3546783803502,172.0492005107004","158.03305873054475,188.99571376459144","143.98943640564204,173.84495075389106","124.95806481031128,187.75457502431908","125.61303045963035,186.93400413424123",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_flipped\30.jpg
"172.75647495136187,156.50393664883268","170.42421571011673,153.1811922422179","177.2309703307393,152.44949233949416","163.03860651750972,152.35685189688715","178.17702760214007,166.4216926070039","156.33043531128405,163.54929170719845","178.80914092898834,171.5762554717899","157.65140138618676,191.46488934824902","173.89928866731518,194.70973674610894","167.0129347033074,184.66941269455253","175.64314810311285,183.72928319552528","135.51246352140078,181.07788180933852","136.89427285992218,180.880593385214","152.36896583171207,186.42223978599222","149.21393178501947,169.70124027237355","143.23288545719845,191.55372993677042","143.9216926070039,190.58014652237355",ClamShells,..\Python\dataset\ClamShells\Clamshells for Glute Medius Activation _ GPS Human Performance.mp4_4_flipped\6.jpg
"69.91919990272373,167.33336879863813","68.95219023589495,163.4323777966926","71.0864922786965,163.22701848249028","64.84302802772373,162.66632721303503","64.47760366001945,154.81274319066148","98.01184034533074,149.27830131322958","78.48154790856032,145.95396096789884","108.79358432636187,174.7590284533074","82.5450282709144,172.62192971789884","103.66972428258755,196.6990363570039","184.2942303015564,174.96944917315176","96.57051009241245,184.61347884241246","91.91815874270428,184.47961758268482","60.01630897373541,201.1656432392996","62.800906645184824,200.90830192120623","55.36864664396887,209.87106335116732","180.11630593385215,180.18564567120623",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_0_flipped\120.jpg
"69.12928623540856,167.18423212548637","68.45306420233463,163.4226957684825","70.80298516536965,163.39846789883268","65.26921206225681,156.31867096303503","64.04118281857977,154.69221181906616","97.54797695768482,149.48072714007782","77.76225832928016,146.869938594358","108.52656857976653,176.1713734192607","166.75497020914398,132.51574659533074","102.70392296935798,197.18400413424123","185.13275170233464,174.60223127431908","98.14244133025292,184.89536721789884","92.81136004377431,184.9989968385214","59.8073549975681,202.36667071984436","63.19569628526265,201.51983523832686","55.3285201848249,210.4280763618677","180.7832259241245,179.66476167315176",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_0_flipped\126.jpg
"69.86540916828794,166.88615637159532","67.78698017996109,162.7067424610895","71.09780824416343,163.02846850680933","64.6283514713035,156.5013679474708","64.66386490758755,154.37036417801556","97.46007873297665,151.20608888618676","79.65683517752919,146.48350863326849","108.71181906614787,173.7194643725681","111.94819278939688,172.21931237840468","101.9458140807393,196.8796206225681","183.83145367217898,174.47008754863813","95.21214585359922,184.7101471303502","93.91351532101167,184.9670324659533","60.51177954766537,201.19198382782102","66.4268376094358,199.83710785505838","56.104226197714006,208.4931146643969","180.17594844357976,179.76215953307394",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_0_flipped\132.jpg
"69.33211484678988,167.55562986381324","66.71297422178988,165.01719053988327","70.66597762645914,163.5160201848249","65.1102717655642,157.25697653210116","64.64137737110894,155.05424671692606","98.79138041099222,149.65802833171207","79.03385669990273,146.22729207198444","108.35231487110894,174.71253343871595","108.69704523346303,174.2356973492218","102.37119254620623,196.97829523346303","184.43026507782102,174.63266050583658","96.9055888253891,185.00816208657588","92.33463035019456,185.1030976410506","59.82261521157588,201.60192728599222","64.19316938229572,200.38746352140078","55.760092412451364,209.88752431906616","180.48622932879377,179.1868464250973",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_0_flipped\138.jpg
"69.49875364785993,167.8105240758755","68.89755593385215,163.3031067607004","71.364656797179,163.50443822957197","64.02204675340467,163.1343172422179","64.99661812986382,154.4486107733463","98.19015229815176,149.89427285992218","80.24964281371595,145.46481335116732","108.45259302042801,175.35745987354085","109.76484982976653,173.8099616974708","102.5444202942607,197.47428258754863","185.50747811284046,174.38203732976655","96.28026963764592,185.20633207684824","93.49905003647861,185.03094601167317","60.030406432392994,200.40927468385215","166.30062925583658,128.0491701118677","55.7193579766537,208.93952152237355","181.6046783803502,179.2870865758755",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_0_flipped\144.jpg
"71.00504620622569,165.78924489299612","70.15132538910505,162.51811770428014","72.07648346303502,162.5321771643969","66.64386247568093,157.34349160992218","66.71596090710116,154.6134940418288","101.18503769455253,147.641734557393","78.64736594114787,146.4945130107004","106.01266111381324,174.22299063715954","106.44273619892996,174.04385031614785","101.19620166585604,197.91985347762648","102.78172878161479,198.53219236381324","93.3913393725681,185.51063959143968","94.77642418531128,186.23629012645915","60.0442872993677,202.87458961575877","63.62205511308366,203.04923090953307","55.227953246595334,211.73679170719845","159.86138132295721,190.2285992217899",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_1_flipped\74.jpg
"71.60242886673151,164.33320160505838","70.81300918044747,161.40582441634243","72.06079006566148,161.80509788424123","66.91367491488327,155.64708475194553","66.40751155155642,152.9041372811284","99.31564627918289,147.7273832684825","78.3341439688716,145.92304535505838","105.70760882782102,174.01165795233464","108.03814293531128,173.0185280885214","101.15131018968872,198.14985104571986","103.1613190053502,198.75405824416342","93.42274136673151,185.0264165856031","95.15773194309338,185.79179839494165","60.74880684581712,202.83286721789884","65.2296783803502,203.66533925097278","55.730525747811285,209.92204219357976","54.78389469844358,209.83931177042803",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_1_flipped\86.jpg
"71.68021947957199,165.42375972762648","70.1871048151751,162.0388801070039","72.05497628891051,162.1871048151751","66.84004134241245,156.446422057393","66.50006079766537,153.62803988326849","101.51218993190662,147.49349464980546","78.14171935797665,146.31912694552528","106.0086332684825,174.04862293287937","107.02450905885215,173.73566695038912","101.80566786235408,197.78717777237355","92.57107247081713,196.07025170233464","93.39124057636187,185.45607368677042","94.5553486746109,186.35846303501947","60.402495744163424,202.43724160992218","63.31414913667315,203.0292740758755","55.189954705739304,210.25547178988327","54.36189050340467,210.40454766536965",ClamShells,..\Python\dataset\ClamShells\Clamshells _ Low Back Rehabilitation Portland _ Evolve Performance Healthcare.mp4_1_flipped\80.jpg
